manager_id,period_id,most_likely_state,most_likely_label,posterior_state_1,posterior_state_2,posterior_state_3
M0001,2,3,Transitionary,0.006776030695594057,0.0002587663136327927,0.992965202990774
M0001,3,3,Transitionary,2.478731478659636e-06,0.14148285136325697,0.8585146699052648
M0001,4,2,Aversion,2.598401472920937e-13,0.9994587054593527,0.0005412945403877117
M0001,5,3,Transitionary,0.06848086871692259,9.696435340128634e-07,0.931518161639544
M0001,6,3,Transitionary,0.0010878762706470436,0.00027180828063102526,0.9986403154487214
M0001,7,2,Aversion,6.601178675153938e-23,0.999999955271739,4.472826013738732e-08
M0001,8,3,Transitionary,0.0075981257375371996,0.041984459169062315,0.9504174150934012
M0001,9,3,Transitionary,0.013411668013243361,2.399450264737301e-05,0.9865643374841094
M0001,10,3,Transitionary,0.0003672765167150385,0.041016805960232466,0.9586159175230524
M0001,11,1,Appreciation,0.9709914219977699,4.0908249003287017e-10,0.02900857759314802
M0001,12,2,Aversion,3.2598502489383095e-13,0.9995382215433986,0.0004617784562757509
M0001,13,3,Transitionary,0.00015713309629358625,0.0022405245694320695,0.9976023423342736
M0001,14,1,Appreciation,0.9999214265305029,7.660170937480874e-14,7.857346942040814e-05
M0001,15,1,Appreciation,0.9880808367902681,2.068925747493358e-11,0.011919163189043435
M0001,16,3,Transitionary,0.03959506648838517,5.2784533188325226e-05,0.9603521489784266
M0001,17,3,Transitionary,0.1971953814092493,1.908781951355118e-06,0.8028027098087998
M0001,18,1,Appreciation,0.9990764926632215,1.2499990837362818e-14,0.0009235073367663559
M0001,19,1,Appreciation,0.9461010008736604,4.950731848067952e-10,0.05389899863126603
M0001,20,3,Transitionary,0.04998641624930831,3.61616027033648e-05,0.9499774221479887
M0001,21,3,Transitionary,0.006017122538692578,0.0004587525424567977,0.9935241249188498
M0001,22,1,Appreciation,0.9237140482307453,5.80814994138544e-10,0.0762859511884391
M0001,23,3,Transitionary,0.00023098820034690384,0.002279722280326023,0.9974892895193268
M0001,24,1,Appreciation,0.9999998343275354,4.8753552421342264e-21,1.656724648774075e-07
M0001,25,3,Transitionary,0.012687964289660836,7.326516780968971e-05,0.9872387705425293
M0001,26,1,Appreciation,0.9999996647724754,2.807703280865762e-20,3.35227525224251e-07
M0002,2,3,Transitionary,0.023445654831793523,2.1658277548466384e-06,0.9765521793404518
M0002,3,3,Transitionary,1.063232759369226e-06,0.16763889073414082,0.8323600460330998
M0002,4,3,Transitionary,0.0013379790449510446,0.00021954604665985064,0.9984424749083898
M0002,5,2,Aversion,1.5230820331469111e-12,0.9994135988881266,0.0005864011103499657
M0002,6,2,Aversion,5.11876174571076e-10,0.9638745175868655,0.036125481901257694
M0002,7,3,Transitionary,0.05297494234710436,8.508271310981428e-06,0.9470165493815843
M0002,8,2,Aversion,5.486300848618487e-19,0.9999954018406556,4.598159344827656e-06
M0002,9,3,Transitionary,4.842501720801481e-07,0.3873694464018363,0.6126300693479922
M0002,10,3,Transitionary,0.10732561043701716,1.8977984448100395e-07,0.8926741997831377
M0002,11,2,Aversion,1.9692897539563355e-11,0.9966300173958903,0.003369982584416862
M0002,12,2,Aversion,9.59764540855082e-08,0.7773415171529521,0.22265838687059356
